# Sample Bank Ltd (BK-0PMD7Z5M) onboarding dataset — INCOME/EXPENSE general-ledger balances as at 2025-07-31: fiscal-year-to-date (calendar fiscal year, trial-balance convention), cedis; FX-business accounts carry currency=USD with the balance already in cedi equivalent. Push with scripts/ingest_push.py --entity gl_account=<this file> --as-of 2025-07-31. Realistic, not real: sized to the bank's balance sheet (docs/data_engine/datasets/gl_mapping_bsd7.md).
source_reference,account_code,name,account_class,currency,balance
4101,4101,Interest Income - Retail Loans,INCOME,GHS,48612713.33
4102,4102,Interest Income - SME Loans,INCOME,GHS,59431670.10
4103,4103,Interest Income - Corporate Loans,INCOME,GHS,71522020.02
4104,4104,Interest Income - Overdrafts,INCOME,GHS,19396692.04
4105,4105,Interest Income - Residential Mortgages,INCOME,GHS,10584882.91
4106,4106,Interest Income - Agricultural Loans,INCOME,GHS,7312935.76
4107,4107,Interest Income - Foreign Currency Loans,INCOME,USD,20943591.89
4109,4109,Interest in Suspense - Non-performing Loans (contra),INCOME,GHS,3132357.10
4201,4201,Discount Income - Government of Ghana Treasury Bills,INCOME,GHS,44370699.30
4202,4202,Discount Income - Bank of Ghana Bills,INCOME,GHS,48629911.88
4301,4301,Interest Income - Government of Ghana Bonds,INCOME,GHS,42404613.41
4302,4302,Interest Income - Interbank Placements,INCOME,GHS,10846651.64
4303,4303,Interest Income - Foreign Currency Placements,INCOME,USD,1966298.70
4304,4304,Interest Income - Reverse Repos with Bank of Ghana,INCOME,GHS,1209385.97
4401,4401,Foreign Exchange Trading Income,INCOME,USD,19200949.84
4402,4402,Foreign Exchange Revaluation Gains,INCOME,USD,4798181.39
4501,4501,Loan Processing and Commitment Fees,INCOME,GHS,11371620.16
4502,4502,Trade Finance Commissions - LCs and Guarantees,INCOME,USD,12129490.23
4503,4503,Account Maintenance and Transaction Fees,INCOME,GHS,9600107.81
4504,4504,Card and Digital Channel Commissions,INCOME,GHS,8333204.41
4505,4505,Remittance and Transfer Commissions,INCOME,USD,3432283.76
4601,4601,Dividend Income - Equity Investments,INCOME,GHS,1616966.81
4701,4701,Gain/Loss on Disposal of Property and Equipment,INCOME,GHS,150155.76
4702,4702,Rent Receivable - Investment Property,INCOME,GHS,605840.78
4703,4703,Gains on Trading Securities,INCOME,GHS,2323644.50
4801,4801,Other Operating Income - Recoveries and Sundry,INCOME,GHS,3729435.20
5101,5101,Interest Expense - Savings Deposits,EXPENSE,GHS,34286943.45
5102,5102,Interest Expense - Current Accounts,EXPENSE,GHS,7307168.74
5103,5103,Interest Expense - Time Deposits - Retail,EXPENSE,GHS,48359570.91
5104,5104,Interest Expense - Time Deposits - Corporate and Institutional,EXPENSE,GHS,79577492.25
5105,5105,Interest Expense - Foreign Currency Time Deposits,EXPENSE,USD,4835360.40
5106,5106,Interest Expense - Interbank Borrowings,EXPENSE,GHS,12343755.93
5107,5107,Interest Expense - Foreign Currency Borrowings,EXPENSE,USD,2721955.32
5108,5108,Interest Expense - Subordinated Debt,EXPENSE,GHS,10591730.25
5109,5109,Interest Expense - Repos and BoG Facilities,EXPENSE,GHS,1615016.88
5201,5201,Staff Salaries and Wages,EXPENSE,GHS,59569254.13
5202,5202,Staff Training and Development,EXPENSE,GHS,2118913.46
5203,5203,Directors Emoluments and Fees,EXPENSE,GHS,1815070.67
5204,5204,"Other Staff Costs - Pensions, Medical and Allowances",EXPENSE,GHS,17133156.32
5301,5301,"Occupancy - Rent, Utilities and Premises Maintenance",EXPENSE,GHS,13390242.18
5302,5302,Travel and Transport,EXPENSE,GHS,3434529.53
5303,5303,Administrative and General Expenses,EXPENSE,GHS,10600587.60
5304,5304,"IT, Software and Communications",EXPENSE,GHS,14377314.51
5305,5305,Marketing and Business Promotion,EXPENSE,GHS,4940703.52
5306,5306,"Audit, Legal and Professional Fees",EXPENSE,GHS,2721011.86
5307,5307,Deposit Protection Premium and Regulatory Levies,EXPENSE,GHS,5843101.81
5308,5308,Correspondent Banking and Card Scheme Charges,EXPENSE,USD,3626286.69
5401,5401,Depreciation and Amortisation,EXPENSE,GHS,11371592.45
5402,5402,Impairment Charge - Loans and Advances,EXPENSE,GHS,23500963.19
5403,5403,Impairment Charge - Investments and Other Assets,EXPENSE,GHS,1920037.80
5501,5501,Losses on Sale of Investment Securities,EXPENSE,GHS,480466.22
5502,5502,Losses on Dealing Assets,EXPENSE,GHS,789763.77
5503,5503,Foreign Exchange Losses,EXPENSE,USD,2173259.75
5601,5601,Corporate Income Tax Charge,EXPENSE,GHS,16555936.62
5602,5602,Financial Sector Recovery Levy,EXPENSE,GHS,3306555.66
5701,5701,Extraordinary Items,EXPENSE,GHS,0.00
5801,5801,Dividends Paid and Payable,EXPENSE,GHS,26683597.53
