# Sample Bank onboarding dataset — atm_operations, reporting month 2026-04 (push with as_of_date=2026-04-30).
month,atm_id,station,region,branch_code,cards_issued,cards_active,min_withdrawal_ghs,max_withdrawal_ghs,txn_count,txn_value_ghs,cash_dispensed_ghs,downtime_hours,notes
2026-04-30,ATM-001,Head Office — Independence Avenue,Greater Accra,BR001,57,4932,50,2000,6537,1855113.82,1832393.71,8.1,
2026-04-30,ATM-002,Head Office — Independence Avenue (lobby 2),Greater Accra,BR001,110,5234,10,5000,8195,3585091.09,3540081.84,10.8,
2026-04-30,ATM-003,Osu Oxford Street,Greater Accra,BR002,157,5661,10,5000,7383,2416151.39,2392227.23,2.0,
2026-04-30,ATM-004,Accra Mall,Greater Accra,BR003,80,4947,10,2000,7726,3497320.89,3480134.45,8.9,
2026-04-30,ATM-005,Kotoka International Airport,Greater Accra,BR003,88,2309,10,5000,3839,1870565.43,1855669.60,10.1,
2026-04-30,ATM-006,Madina Market,Greater Accra,BR004,134,5321,10,5000,7324,2468193.75,2449538.37,12.2,
2026-04-30,ATM-007,Legon — University of Ghana,Greater Accra,BR005,152,5027,10,3000,7051,2598329.21,2585246.36,3.0,
2026-04-30,ATM-008,East Legon — Lagos Avenue,Greater Accra,BR006,32,2806,10,5000,3948,1523675.58,1504464.19,1.0,
2026-04-30,ATM-009,Spintex Road,Greater Accra,BR007,117,2652,20,2000,3421,981868.02,974488.15,3.5,
2026-04-30,ATM-010,Tema Community 1,Greater Accra,BR008,50,5555,50,5000,8429,3547357.50,3507799.38,4.7,
2026-04-30,ATM-011,Tema Harbour,Greater Accra,BR008,114,2657,10,2000,3264,1093817.82,1091672.61,8.8,
2026-04-30,ATM-012,Achimota Retail Centre,Greater Accra,BR009,77,2554,10,2000,4022,1508906.94,1503225.64,2.0,
2026-04-30,ATM-013,Kaneshie Market,Greater Accra,BR010,60,5203,50,2000,6454,2406107.97,2370415.16,0.0,
2026-04-30,ATM-014,Dansoman,Greater Accra,BR011,117,2666,10,2000,4013,1846971.36,1820658.26,2.6,
2026-04-30,ATM-015,Weija,Greater Accra,BR012,17,1141,50,1000,1712,737362.52,732060.33,30.0,extended outage: link / power failure
2026-04-30,ATM-016,Kasoa,Central,BR013,100,2221,10,3000,3262,1226230.54,1217020.12,8.6,
2026-04-30,ATM-017,Ridge — Ministries,Greater Accra,BR014,95,2531,10,5000,3519,1166821.39,1163725.47,15.5,
2026-04-30,ATM-018,Circle — Kwame Nkrumah Interchange,Greater Accra,BR015,48,5143,20,2000,6936,2916263.55,2894655.83,8.3,
2026-04-30,ATM-019,Kumasi Adum,Ashanti,BR020,126,5476,10,2000,7980,3033069.47,3004738.01,9.3,
2026-04-30,ATM-020,Kumasi Kejetia,Ashanti,BR021,159,5159,10,3000,6807,2785047.70,2751145.99,5.6,
2026-04-30,ATM-021,Kumasi KNUST Campus,Ashanti,BR022,75,5500,20,2000,8331,3473035.57,3472796.89,12.3,
2026-04-30,ATM-022,Kumasi Asafo,Ashanti,BR023,44,2516,20,2000,3516,1209419.18,1202389.24,0.0,
2026-04-30,ATM-023,Kumasi Suame Magazine,Ashanti,BR024,76,2594,20,3000,3599,1465028.72,1452884.06,5.3,
2026-04-30,ATM-024,Kumasi Ahodwo,Ashanti,BR025,22,1092,20,2000,1572,532066.15,528710.49,0.0,
2026-04-30,ATM-025,Obuasi,Ashanti,BR026,73,2501,20,2000,4096,1731555.58,1717309.37,0.0,
2026-04-30,ATM-026,Ejisu,Ashanti,BR027,49,1268,10,1000,1415,734812.44,729900.04,1.2,
2026-04-30,ATM-027,Konongo,Ashanti,BR028,58,1307,20,2000,1377,611863.70,611017.89,0.0,
2026-04-30,ATM-028,Takoradi Market Circle,Western,BR030,58,5448,20,2000,7786,2278449.10,2246546.30,7.9,
2026-04-30,ATM-029,Takoradi Harbour,Western,BR031,119,2305,20,5000,3604,1171733.00,1159789.24,5.1,
2026-04-30,ATM-030,Tarkwa,Western,BR032,67,2489,20,2000,4110,1695203.95,1677320.53,2.7,
2026-04-30,ATM-031,Sekondi,Western,BR033,28,1206,20,2000,1447,674415.54,664639.21,12.2,
2026-04-30,ATM-032,Cape Coast — UCC Campus,Central,BR035,72,2675,20,5000,3377,1499128.85,1484817.59,0.5,
2026-04-30,ATM-033,Cape Coast Kotokuraba,Central,BR036,119,2963,10,2000,3792,1860569.84,1854049.43,0.0,
2026-04-30,ATM-034,Koforidua,Eastern,BR040,118,2635,50,2000,3070,1553691.36,1553068.25,2.5,
2026-04-30,ATM-035,Nkawkaw,Eastern,BR041,58,1201,20,2000,1368,538670.76,537602.09,16.4,
2026-04-30,ATM-036,Akosombo,Eastern,BR042,57,1265,20,2000,1719,770476.87,762177.20,0.3,
2026-04-30,ATM-037,Ho,Volta,BR045,31,2649,10,3000,3116,1606277.44,1599690.15,3.4,
2026-04-30,ATM-038,Aflao Border,Volta,BR046,15,1091,10,2000,1669,733488.75,732632.71,21.0,
2026-04-30,ATM-039,Tamale Central,Northern,BR050,33,2282,50,5000,3937,2038265.13,2030623.43,9.9,
2026-04-30,ATM-040,Tamale — UDS Campus,Northern,BR051,55,2747,10,2000,3419,1138899.92,1130981.02,13.7,
2026-04-30,ATM-041,Sunyani,Bono,BR055,73,2492,10,2000,3129,1312751.17,1300207.59,9.3,
2026-04-30,ATM-042,Techiman Market,Bono East,BR056,104,2607,20,2000,3130,1345029.14,1343693.49,11.9,
2026-04-30,ATM-043,Bolgatanga,Upper East,BR060,47,1284,10,1000,1576,666627.68,664178.40,16.1,
2026-04-30,ATM-044,Wa,Upper West,BR065,51,1005,10,1000,1376,607129.27,604706.59,8.3,
