# Sample Bank onboarding dataset — remittance_flows, reporting month 2026-06 (push with as_of_date=2026-06-30).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2026-06-30,inbound,US,usa_canada,individual,mto,USD,1834477.82,1834477.82,20821323.26,4889,MoneyGram,
2026-06-30,inbound,US,usa_canada,individual,mobile_money,USD,833853.55,833853.55,9464237.85,3036,Telecel Cash interop,
2026-06-30,inbound,US,usa_canada,individual,bank,USD,600374.56,600374.56,6814251.25,2000,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,individual,other,USD,66708.28,66708.28,757139.03,185,Correspondent cheque,
2026-06-30,inbound,US,usa_canada,exporter,bank,USD,267311.30,267311.30,3033983.30,8,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,service_provider,bank,USD,177772.40,177772.40,2017716.73,29,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,service_provider,mto,USD,31371.60,31371.60,356067.66,3,MoneyGram,
2026-06-30,inbound,US,usa_canada,ngo,bank,USD,161393.29,161393.29,1831813.82,12,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,embassy,bank,USD,38842.07,38842.07,440857.54,1,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,other,bank,USD,60094.66,60094.66,682074.37,14,SWIFT MT103,
2026-06-30,inbound,US,usa_canada,other,mto,USD,40063.11,40063.11,454716.25,11,WorldRemit,
2026-06-30,inbound,GB,uk,individual,mto,GBP,892460.03,1133424.24,12864365.07,4128,Western Union,
2026-06-30,inbound,GB,uk,individual,mobile_money,GBP,405663.65,515192.83,5847438.67,1455,Telecel Cash interop,
2026-06-30,inbound,GB,uk,individual,bank,GBP,292077.83,370938.84,4210155.84,992,SWIFT MT103,
2026-06-30,inbound,GB,uk,individual,other,GBP,32453.09,41215.43,467795.09,118,Correspondent cheque,
2026-06-30,inbound,GB,uk,exporter,bank,GBP,131253.26,166691.64,1891950.08,6,SWIFT MT103,
2026-06-30,inbound,GB,uk,service_provider,bank,GBP,117766.77,149563.80,1697549.07,26,SWIFT MT103,
2026-06-30,inbound,GB,uk,service_provider,mto,GBP,20782.37,26393.61,299567.48,4,WorldRemit,
2026-06-30,inbound,GB,uk,ngo,bank,GBP,82783.26,105134.74,1193279.30,8,SWIFT MT103,
2026-06-30,inbound,GB,uk,embassy,bank,GBP,20651.78,26227.77,297685.15,1,SWIFT MT103,
2026-06-30,inbound,GB,uk,other,bank,GBP,31786.61,40369.00,458188.11,9,SWIFT MT103,
2026-06-30,inbound,GB,uk,other,mto,GBP,21191.07,26912.66,305458.74,7,Remitly,
2026-06-30,inbound,CA,usa_canada,individual,mto,CAD,299300.75,218489.55,2479856.39,574,Ria,
2026-06-30,inbound,CA,usa_canada,individual,mobile_money,CAD,136045.80,99313.43,1127207.45,326,Telecel Cash interop,
2026-06-30,inbound,CA,usa_canada,individual,bank,CAD,97952.97,71505.67,811589.36,219,SWIFT MT103,
2026-06-30,inbound,CA,usa_canada,individual,other,CAD,10883.66,7945.07,90176.60,26,Correspondent cheque,
2026-06-30,inbound,CA,usa_canada,exporter,bank,CAD,56909.24,41543.75,471521.54,1,SWIFT MT103,
2026-06-30,inbound,CA,usa_canada,service_provider,bank,CAD,34391.97,25106.14,284954.65,3,SWIFT MT103,
2026-06-30,inbound,CA,usa_canada,service_provider,mto,CAD,6069.17,4430.49,50286.11,1,WorldRemit,
2026-06-30,inbound,CA,usa_canada,ngo,bank,CAD,28139.59,20541.90,233150.60,1,SWIFT MT103,
2026-06-30,inbound,CA,usa_canada,other,bank,CAD,8393.94,6127.58,69548.02,1,SWIFT MT103,
2026-06-30,inbound,CA,usa_canada,other,mto,CAD,5595.96,4085.05,46365.34,1,MoneyGram,
2026-06-30,inbound,DE,eu,individual,mto,EUR,321930.96,350904.74,3982768.81,1177,Ria,
2026-06-30,inbound,DE,eu,individual,mobile_money,EUR,146332.25,159502.15,1810349.46,471,MTN MoMo interop,
2026-06-30,inbound,DE,eu,individual,bank,EUR,105359.22,114841.55,1303451.61,307,SWIFT MT103,
2026-06-30,inbound,DE,eu,individual,other,EUR,11706.58,12760.17,144827.96,32,Correspondent cheque,
2026-06-30,inbound,DE,eu,exporter,bank,EUR,57843.85,63049.80,715615.25,1,SWIFT MT103,
2026-06-30,inbound,DE,eu,service_provider,bank,EUR,36702.75,40005.99,454068.01,6,SWIFT MT103,
2026-06-30,inbound,DE,eu,service_provider,mto,EUR,6476.96,7059.88,80129.65,1,MoneyGram,
2026-06-30,inbound,DE,eu,ngo,bank,EUR,36706.32,40009.89,454112.23,2,SWIFT MT103,
2026-06-30,inbound,DE,eu,embassy,bank,EUR,6293.48,6859.90,77859.83,1,SWIFT MT103,
2026-06-30,inbound,DE,eu,other,bank,EUR,9419.72,10267.49,116536.02,2,SWIFT MT103,
2026-06-30,inbound,DE,eu,other,mto,EUR,6279.81,6844.99,77690.68,1,Ria,
2026-06-30,inbound,IT,eu,individual,mto,EUR,324612.54,353827.67,4015944.04,997,MoneyGram,
2026-06-30,inbound,IT,eu,individual,mobile_money,EUR,147551.15,160830.76,1825429.11,454,MTN MoMo interop,
2026-06-30,inbound,IT,eu,individual,bank,EUR,106236.83,115798.15,1314308.96,366,SWIFT MT103,
2026-06-30,inbound,IT,eu,individual,other,EUR,11804.09,12866.46,146034.33,32,Correspondent cheque,
2026-06-30,inbound,IT,eu,exporter,bank,EUR,60146.38,65559.55,744100.91,2,SWIFT MT103,
2026-06-30,inbound,IT,eu,service_provider,bank,EUR,32501.09,35426.19,402087.25,6,SWIFT MT103,
2026-06-30,inbound,IT,eu,service_provider,mto,EUR,5735.49,6251.68,70956.57,1,MoneyGram,
2026-06-30,inbound,IT,eu,ngo,bank,EUR,35127.14,38288.58,434575.37,2,SWIFT MT103,
2026-06-30,inbound,IT,eu,other,bank,EUR,13490.07,14704.18,166892.41,4,SWIFT MT103,
2026-06-30,inbound,IT,eu,other,mto,EUR,8993.38,9802.78,111261.61,2,MoneyGram,
2026-06-30,inbound,NL,eu,individual,mto,EUR,194641.27,212158.98,2408004.46,649,Western Union,
2026-06-30,inbound,NL,eu,individual,mobile_money,EUR,88473.30,96435.90,1094547.48,358,Telecel Cash interop,
2026-06-30,inbound,NL,eu,individual,bank,EUR,63700.78,69433.85,788074.19,224,SWIFT MT103,
2026-06-30,inbound,NL,eu,individual,other,EUR,7077.86,7714.87,87563.80,26,Correspondent cheque,
2026-06-30,inbound,NL,eu,exporter,bank,EUR,36310.02,39577.93,449209.47,1,SWIFT MT103,
2026-06-30,inbound,NL,eu,service_provider,bank,EUR,22181.44,24177.77,274417.69,2,SWIFT MT103,
2026-06-30,inbound,NL,eu,service_provider,mto,EUR,3914.37,4266.67,48426.65,1,Ria,
2026-06-30,inbound,NL,eu,ngo,bank,EUR,18641.41,20319.14,230622.23,1,SWIFT MT103,
2026-06-30,inbound,NL,eu,other,bank,EUR,6920.90,7543.78,85621.94,1,SWIFT MT103,
2026-06-30,inbound,NL,eu,other,mto,EUR,4613.93,5029.19,57081.29,1,WorldRemit,
2026-06-30,inbound,ES,eu,individual,mto,EUR,100227.88,109248.38,1239969.17,350,Remitly,
2026-06-30,inbound,ES,eu,individual,mobile_money,EUR,45558.13,49658.36,563622.35,146,Telecel Cash interop,
2026-06-30,inbound,ES,eu,individual,bank,EUR,32801.85,35754.02,405808.09,131,SWIFT MT103,
2026-06-30,inbound,ES,eu,individual,other,EUR,3644.65,3972.67,45089.79,10,Correspondent cheque,
2026-06-30,inbound,ES,eu,exporter,bank,EUR,20531.72,22379.58,254008.23,1,SWIFT MT103,
2026-06-30,inbound,ES,eu,service_provider,bank,EUR,13703.44,14936.75,169532.13,2,SWIFT MT103,
2026-06-30,inbound,ES,eu,service_provider,mto,EUR,2418.25,2635.90,29917.43,1,Ria,
2026-06-30,inbound,ES,eu,ngo,bank,EUR,10347.69,11278.98,128016.42,1,SWIFT MT103,
2026-06-30,inbound,ES,eu,other,bank,EUR,3276.52,3571.41,40535.45,1,SWIFT MT103,
2026-06-30,inbound,ES,eu,other,mto,EUR,2184.35,2380.94,27023.63,1,Ria,
2026-06-30,inbound,FR,eu,individual,mto,EUR,78733.45,85819.46,974050.91,290,MoneyGram,
2026-06-30,inbound,FR,eu,individual,mobile_money,EUR,35787.93,39008.85,442750.41,97,MTN MoMo interop,
2026-06-30,inbound,FR,eu,individual,bank,EUR,25767.31,28086.37,318780.30,98,SWIFT MT103,
2026-06-30,inbound,FR,eu,individual,other,EUR,2863.03,3120.71,35420.03,10,Correspondent cheque,
2026-06-30,inbound,FR,eu,exporter,bank,EUR,11279.70,12294.88,139546.84,1,SWIFT MT103,
2026-06-30,inbound,FR,eu,service_provider,bank,EUR,8211.38,8950.40,101587.07,1,SWIFT MT103,
2026-06-30,inbound,FR,eu,service_provider,mto,EUR,1449.07,1579.48,17927.13,1,WorldRemit,
2026-06-30,inbound,FR,eu,ngo,bank,EUR,6405.50,6982.00,79245.66,1,SWIFT MT103,
2026-06-30,inbound,FR,eu,embassy,bank,EUR,1630.59,1777.34,20172.80,1,SWIFT MT103,
2026-06-30,inbound,FR,eu,other,bank,EUR,2579.37,2811.51,31910.62,1,SWIFT MT103,
2026-06-30,inbound,FR,eu,other,mto,EUR,1719.58,1874.34,21273.74,1,Taptap Send,
2026-06-30,inbound,NG,ecowas,individual,mto,USD,308475.34,308475.34,3501195.08,1077,WorldRemit,
2026-06-30,inbound,NG,ecowas,individual,bank,USD,100955.56,100955.56,1145845.66,256,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,individual,other,USD,11217.28,11217.28,127316.18,31,Correspondent cheque,
2026-06-30,inbound,NG,ecowas,exporter,bank,USD,56403.83,56403.83,640183.48,1,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,service_provider,bank,USD,37365.28,37365.28,424095.90,5,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,service_provider,mto,USD,6593.87,6593.87,74840.45,1,Western Union,
2026-06-30,inbound,NG,ecowas,ngo,bank,USD,23246.45,23246.45,263847.22,1,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,embassy,bank,USD,6002.54,6002.54,68128.78,1,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,other,bank,USD,8216.71,8216.71,93259.68,2,SWIFT MT103,
2026-06-30,inbound,NG,ecowas,other,mto,USD,5477.81,5477.81,62173.12,1,WorldRemit,
2026-06-30,inbound,CI,ecowas,individual,mto,XOF,69439121.47,115268.94,1308302.49,305,MoneyGram,
2026-06-30,inbound,CI,ecowas,individual,bank,XOF,22725530.66,37724.38,428171.72,138,SWIFT MT103,
2026-06-30,inbound,CI,ecowas,individual,other,XOF,2525058.96,4191.60,47574.64,11,Correspondent cheque,
2026-06-30,inbound,CI,ecowas,exporter,bank,XOF,16365872.44,27167.35,308349.40,1,SWIFT MT103,
2026-06-30,inbound,CI,ecowas,service_provider,bank,XOF,11599219.63,19254.70,218540.90,3,SWIFT MT103,
2026-06-30,inbound,CI,ecowas,service_provider,mto,XOF,2046921.11,3397.89,38566.04,1,MoneyGram,
2026-06-30,inbound,CI,ecowas,ngo,bank,XOF,8594538.85,14266.93,161929.71,1,SWIFT MT103,
