# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-10 (push with as_of_date=2025-10-31).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-10-31,inbound,US,usa_canada,individual,mto,USD,1762717.99,1762717.99,19213626.11,4890,WorldRemit,
2025-10-31,inbound,US,usa_canada,individual,mobile_money,USD,801235.45,801235.45,8733466.41,2936,Telecel Cash interop,
2025-10-31,inbound,US,usa_canada,individual,bank,USD,576889.52,576889.52,6288095.82,2020,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,individual,other,USD,64098.84,64098.84,698677.31,238,Correspondent cheque,
2025-10-31,inbound,US,usa_canada,exporter,bank,USD,328610.37,328610.37,3581852.99,13,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,service_provider,bank,USD,248646.34,248646.34,2710245.05,36,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,service_provider,mto,USD,43878.77,43878.77,478278.54,5,Taptap Send,
2025-10-31,inbound,US,usa_canada,ngo,bank,USD,179253.07,179253.07,1953858.42,14,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,embassy,bank,USD,35241.69,35241.69,384134.46,1,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,other,bank,USD,70181.42,70181.42,764977.48,19,SWIFT MT103,
2025-10-31,inbound,US,usa_canada,other,mto,USD,46787.61,46787.61,509984.99,10,WorldRemit,
2025-10-31,inbound,GB,uk,individual,mto,GBP,915475.02,1162653.27,12672920.63,3755,Taptap Send,
2025-10-31,inbound,GB,uk,individual,mobile_money,GBP,416125.01,528478.76,5760418.47,1345,Telecel Cash interop,
2025-10-31,inbound,GB,uk,individual,bank,GBP,299610.00,380504.71,4147501.30,1276,SWIFT MT103,
2025-10-31,inbound,GB,uk,individual,other,GBP,33290.00,42278.30,460833.48,144,Correspondent cheque,
2025-10-31,inbound,GB,uk,exporter,bank,GBP,141487.88,179689.61,1958616.77,5,SWIFT MT103,
2025-10-31,inbound,GB,uk,service_provider,bank,GBP,97759.58,124154.67,1353285.88,18,SWIFT MT103,
2025-10-31,inbound,GB,uk,service_provider,mto,GBP,17251.69,21909.65,238815.16,3,Remitly,
2025-10-31,inbound,GB,uk,ngo,bank,GBP,91103.76,115701.77,1261149.31,8,SWIFT MT103,
2025-10-31,inbound,GB,uk,embassy,bank,GBP,24845.70,31554.04,343939.08,1,SWIFT MT103,
2025-10-31,inbound,GB,uk,other,bank,GBP,33642.57,42726.06,465714.05,10,SWIFT MT103,
2025-10-31,inbound,GB,uk,other,mto,GBP,22428.38,28484.04,310476.04,5,Taptap Send,
2025-10-31,inbound,CA,usa_canada,individual,mto,CAD,335314.81,244779.81,2668099.93,616,MoneyGram,
2025-10-31,inbound,CA,usa_canada,individual,mobile_money,CAD,152415.82,111263.55,1212772.70,308,MTN MoMo interop,
2025-10-31,inbound,CA,usa_canada,individual,bank,CAD,109739.39,80109.76,873196.34,223,SWIFT MT103,
2025-10-31,inbound,CA,usa_canada,individual,other,CAD,12193.27,8901.08,97021.82,22,Correspondent cheque,
2025-10-31,inbound,CA,usa_canada,exporter,bank,CAD,49153.82,35882.29,391116.95,1,SWIFT MT103,
2025-10-31,inbound,CA,usa_canada,service_provider,bank,CAD,44114.50,32203.59,351019.09,3,SWIFT MT103,
2025-10-31,inbound,CA,usa_canada,service_provider,mto,CAD,7784.91,5682.99,61944.54,1,Ria,
2025-10-31,inbound,CA,usa_canada,ngo,bank,CAD,39530.96,28857.60,314547.85,2,SWIFT MT103,
2025-10-31,inbound,CA,usa_canada,other,bank,CAD,12206.11,8910.46,97123.99,1,SWIFT MT103,
2025-10-31,inbound,CA,usa_canada,other,mto,CAD,8137.40,5940.31,64749.33,1,Western Union,
2025-10-31,inbound,DE,eu,individual,mto,EUR,270619.91,294975.70,3215235.15,766,WorldRemit,
2025-10-31,inbound,DE,eu,individual,mobile_money,EUR,123009.05,134079.86,1461470.52,364,Telecel Cash interop,
2025-10-31,inbound,DE,eu,individual,bank,EUR,88566.52,96537.50,1052258.78,287,SWIFT MT103,
2025-10-31,inbound,DE,eu,individual,other,EUR,9840.72,10726.39,116917.64,31,Correspondent cheque,
2025-10-31,inbound,DE,eu,exporter,bank,EUR,48291.91,52638.18,573756.15,2,SWIFT MT103,
2025-10-31,inbound,DE,eu,service_provider,bank,EUR,36870.51,40188.86,438058.57,6,SWIFT MT103,
2025-10-31,inbound,DE,eu,service_provider,mto,EUR,6506.56,7092.15,77304.45,1,Taptap Send,
2025-10-31,inbound,DE,eu,ngo,bank,EUR,38167.02,41602.05,453462.38,2,SWIFT MT103,
2025-10-31,inbound,DE,eu,embassy,bank,EUR,7096.35,7735.02,84311.73,1,SWIFT MT103,
2025-10-31,inbound,DE,eu,other,bank,EUR,9974.87,10872.61,118511.48,2,SWIFT MT103,
2025-10-31,inbound,DE,eu,other,mto,EUR,6649.92,7248.41,79007.65,1,WorldRemit,
2025-10-31,inbound,IT,eu,individual,mto,EUR,402053.62,438238.45,4776799.06,1146,Taptap Send,
2025-10-31,inbound,IT,eu,individual,mobile_money,EUR,182751.65,199199.29,2171272.30,629,MTN MoMo interop,
2025-10-31,inbound,IT,eu,individual,bank,EUR,131581.18,143423.49,1563316.06,429,SWIFT MT103,
2025-10-31,inbound,IT,eu,individual,other,EUR,14620.13,15935.94,173701.78,49,Correspondent cheque,
2025-10-31,inbound,IT,eu,exporter,bank,EUR,72317.29,78825.84,859201.67,2,SWIFT MT103,
2025-10-31,inbound,IT,eu,service_provider,bank,EUR,39063.27,42578.97,464110.75,5,SWIFT MT103,
2025-10-31,inbound,IT,eu,service_provider,mto,EUR,6893.52,7513.94,81901.90,1,Ria,
2025-10-31,inbound,IT,eu,ngo,bank,EUR,38825.62,42319.92,461287.16,2,SWIFT MT103,
2025-10-31,inbound,IT,eu,other,bank,EUR,9914.60,10806.92,117795.40,2,SWIFT MT103,
2025-10-31,inbound,IT,eu,other,mto,EUR,6609.74,7204.61,78530.26,2,MoneyGram,
2025-10-31,inbound,NL,eu,individual,mto,EUR,171989.45,187468.51,2043406.71,629,WorldRemit,
2025-10-31,inbound,NL,eu,individual,mobile_money,EUR,78177.02,85212.96,928821.23,306,MTN MoMo interop,
2025-10-31,inbound,NL,eu,individual,bank,EUR,56287.46,61353.33,668751.29,213,SWIFT MT103,
2025-10-31,inbound,NL,eu,individual,other,EUR,6254.16,6817.04,74305.70,23,Correspondent cheque,
2025-10-31,inbound,NL,eu,exporter,bank,EUR,38901.50,42402.63,462188.70,1,SWIFT MT103,
2025-10-31,inbound,NL,eu,service_provider,bank,EUR,19976.39,21774.26,237339.45,3,SWIFT MT103,
2025-10-31,inbound,NL,eu,service_provider,mto,EUR,3525.24,3842.52,41883.43,1,MoneyGram,
2025-10-31,inbound,NL,eu,ngo,bank,EUR,19352.08,21093.77,229922.08,1,SWIFT MT103,
2025-10-31,inbound,NL,eu,other,bank,EUR,5962.05,6498.64,70835.15,1,SWIFT MT103,
2025-10-31,inbound,NL,eu,other,mto,EUR,3974.70,4332.43,47223.44,1,Western Union,
2025-10-31,inbound,ES,eu,individual,mto,EUR,100242.73,109264.58,1190983.90,306,MoneyGram,
2025-10-31,inbound,ES,eu,individual,mobile_money,EUR,45564.88,49665.72,541356.32,143,Telecel Cash interop,
2025-10-31,inbound,ES,eu,individual,bank,EUR,32806.71,35759.32,389776.55,110,SWIFT MT103,
2025-10-31,inbound,ES,eu,individual,other,EUR,3645.19,3973.26,43308.51,14,Correspondent cheque,
2025-10-31,inbound,ES,eu,exporter,bank,EUR,22107.04,24096.67,262653.76,1,SWIFT MT103,
2025-10-31,inbound,ES,eu,service_provider,bank,EUR,13592.39,14815.70,161491.13,1,SWIFT MT103,
2025-10-31,inbound,ES,eu,service_provider,mto,EUR,2398.66,2614.54,28498.43,1,MoneyGram,
2025-10-31,inbound,ES,eu,ngo,bank,EUR,12389.22,13504.25,147196.27,1,SWIFT MT103,
2025-10-31,inbound,ES,eu,other,bank,EUR,4242.80,4624.65,50408.73,1,SWIFT MT103,
2025-10-31,inbound,ES,eu,other,mto,EUR,2828.53,3083.10,33605.82,1,WorldRemit,
2025-10-31,inbound,FR,eu,individual,mto,EUR,87543.45,95422.36,1040103.74,240,Remitly,
2025-10-31,inbound,FR,eu,individual,mobile_money,EUR,39792.48,43373.80,472774.43,137,MTN MoMo interop,
2025-10-31,inbound,FR,eu,individual,bank,EUR,28650.58,31229.14,340397.59,92,SWIFT MT103,
2025-10-31,inbound,FR,eu,individual,other,EUR,3183.40,3469.90,37821.95,11,Correspondent cheque,
2025-10-31,inbound,FR,eu,exporter,bank,EUR,16704.76,18208.18,198469.20,1,SWIFT MT103,
2025-10-31,inbound,FR,eu,service_provider,bank,EUR,10637.77,11595.17,126387.34,1,SWIFT MT103,
2025-10-31,inbound,FR,eu,service_provider,mto,EUR,1877.25,2046.21,22303.65,1,MoneyGram,
2025-10-31,inbound,FR,eu,ngo,bank,EUR,8300.64,9047.70,98619.88,1,SWIFT MT103,
2025-10-31,inbound,FR,eu,embassy,bank,EUR,1781.35,1941.68,21164.27,1,SWIFT MT103,
2025-10-31,inbound,FR,eu,other,bank,EUR,2632.04,2868.92,31271.24,1,SWIFT MT103,
2025-10-31,inbound,FR,eu,other,mto,EUR,1754.69,1912.61,20847.49,1,Remitly,
2025-10-31,inbound,NG,ecowas,individual,mto,USD,342436.86,342436.86,3732561.74,965,Remitly,
2025-10-31,inbound,NG,ecowas,individual,bank,USD,112070.24,112070.24,1221565.66,315,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,individual,other,USD,12452.25,12452.25,135729.52,33,Correspondent cheque,
2025-10-31,inbound,NG,ecowas,exporter,bank,USD,65221.22,65221.22,710911.35,2,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,service_provider,bank,USD,38076.65,38076.65,415035.53,5,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,service_provider,mto,USD,6719.41,6719.41,73241.56,1,MoneyGram,
2025-10-31,inbound,NG,ecowas,ngo,bank,USD,35583.69,35583.69,387862.21,2,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,embassy,bank,USD,7542.31,7542.31,82211.14,1,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,other,bank,USD,8763.50,8763.50,95522.20,2,SWIFT MT103,
2025-10-31,inbound,NG,ecowas,other,mto,USD,5842.34,5842.34,63681.46,1,MoneyGram,
2025-10-31,inbound,CI,ecowas,individual,mto,XOF,101665191.66,168764.22,1839529.98,623,Remitly,
2025-10-31,inbound,CI,ecowas,individual,bank,XOF,33272244.54,55231.93,602027.99,183,SWIFT MT103,
2025-10-31,inbound,CI,ecowas,individual,other,XOF,3696916.06,6136.88,66892.00,15,Correspondent cheque,
2025-10-31,inbound,CI,ecowas,exporter,bank,XOF,13224675.27,21952.96,239287.27,1,SWIFT MT103,
2025-10-31,inbound,CI,ecowas,service_provider,bank,XOF,11512304.54,19110.43,208303.64,3,SWIFT MT103,
2025-10-31,inbound,CI,ecowas,service_provider,mto,XOF,2031583.15,3372.43,36759.47,1,Taptap Send,
