# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-11 (push with as_of_date=2025-11-30).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-11-30,inbound,US,usa_canada,individual,mto,USD,1553155.28,1553155.28,17007050.34,4636,MoneyGram,
2025-11-30,inbound,US,usa_canada,individual,mobile_money,USD,705979.67,705979.67,7730477.43,2534,Telecel Cash interop,
2025-11-30,inbound,US,usa_canada,individual,bank,USD,508305.37,508305.37,5565943.75,1403,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,individual,other,USD,56478.37,56478.37,618438.19,199,Correspondent cheque,
2025-11-30,inbound,US,usa_canada,exporter,bank,USD,325150.64,325150.64,3560399.48,12,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,service_provider,bank,USD,217302.31,217302.31,2379460.24,30,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,service_provider,mto,USD,38347.47,38347.47,419904.75,4,Remitly,
2025-11-30,inbound,US,usa_canada,ngo,bank,USD,170335.83,170335.83,1865177.39,12,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,embassy,bank,USD,43107.99,43107.99,472032.51,1,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,other,bank,USD,68363.69,68363.69,748582.46,14,SWIFT MT103,
2025-11-30,inbound,US,usa_canada,other,mto,USD,45575.80,45575.80,499054.97,13,Taptap Send,
2025-11-30,inbound,GB,uk,individual,mto,GBP,1070372.64,1359373.25,14885137.12,3801,MoneyGram,
2025-11-30,inbound,GB,uk,individual,mobile_money,GBP,486533.02,617896.93,6765971.42,2176,MTN MoMo interop,
2025-11-30,inbound,GB,uk,individual,bank,GBP,350303.77,444885.79,4871499.42,1665,SWIFT MT103,
2025-11-30,inbound,GB,uk,individual,other,GBP,38922.64,49431.75,541277.71,127,Correspondent cheque,
2025-11-30,inbound,GB,uk,exporter,bank,GBP,143954.32,182821.99,2001900.78,5,SWIFT MT103,
2025-11-30,inbound,GB,uk,service_provider,bank,GBP,95140.52,120828.46,1323071.63,15,SWIFT MT103,
2025-11-30,inbound,GB,uk,service_provider,mto,GBP,16789.50,21322.67,233483.23,3,MoneyGram,
2025-11-30,inbound,GB,uk,ngo,bank,GBP,97201.08,123445.37,1351726.85,8,SWIFT MT103,
2025-11-30,inbound,GB,uk,embassy,bank,GBP,24707.16,31378.09,343590.11,1,SWIFT MT103,
2025-11-30,inbound,GB,uk,other,bank,GBP,28926.46,36736.60,402265.82,9,SWIFT MT103,
2025-11-30,inbound,GB,uk,other,mto,GBP,19284.31,24491.07,268177.21,4,MoneyGram,
2025-11-30,inbound,CA,usa_canada,individual,mto,CAD,284750.58,207867.92,2276153.75,696,WorldRemit,
2025-11-30,inbound,CA,usa_canada,individual,mobile_money,CAD,129432.08,94485.42,1034615.34,293,MTN MoMo interop,
2025-11-30,inbound,CA,usa_canada,individual,bank,CAD,93191.10,68029.50,744923.05,196,SWIFT MT103,
2025-11-30,inbound,CA,usa_canada,individual,other,CAD,10354.57,7558.83,82769.23,23,Correspondent cheque,
2025-11-30,inbound,CA,usa_canada,exporter,bank,CAD,49411.82,36070.63,394973.35,1,SWIFT MT103,
2025-11-30,inbound,CA,usa_canada,service_provider,bank,CAD,42083.29,30720.80,336392.76,3,SWIFT MT103,
2025-11-30,inbound,CA,usa_canada,service_provider,mto,CAD,7426.46,5421.32,59363.43,1,WorldRemit,
2025-11-30,inbound,CA,usa_canada,ngo,bank,CAD,37245.13,27188.95,297718.98,1,SWIFT MT103,
2025-11-30,inbound,CA,usa_canada,other,bank,CAD,9186.84,6706.39,73435.02,1,SWIFT MT103,
2025-11-30,inbound,CA,usa_canada,other,mto,CAD,6124.56,4470.93,48956.68,1,Taptap Send,
2025-11-30,inbound,DE,eu,individual,mto,EUR,366397.60,399373.38,4373138.51,1242,Taptap Send,
2025-11-30,inbound,DE,eu,individual,mobile_money,EUR,166544.36,181533.35,1987790.23,572,Telecel Cash interop,
