# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-09 (push with as_of_date=2025-09-30).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-09-30,inbound,US,usa_canada,individual,mto,USD,1705264.07,1705264.07,20804221.67,5549,Taptap Send,
2025-09-30,inbound,US,usa_canada,individual,mobile_money,USD,775120.03,775120.03,9456464.40,2463,MTN MoMo interop,
2025-09-30,inbound,US,usa_canada,individual,bank,USD,558086.42,558086.42,6808654.36,1581,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,individual,other,USD,62009.60,62009.60,756517.15,156,Correspondent cheque,
2025-09-30,inbound,US,usa_canada,exporter,bank,USD,343600.57,343600.57,4191926.91,13,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,service_provider,bank,USD,250512.26,250512.26,3056249.56,44,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,service_provider,mto,USD,44208.05,44208.05,539338.16,6,Ria,
2025-09-30,inbound,US,usa_canada,ngo,bank,USD,198116.54,198116.54,2417021.85,12,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,embassy,bank,USD,48208.06,48208.06,588138.33,1,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,other,bank,USD,56112.82,56112.82,684576.38,12,SWIFT MT103,
2025-09-30,inbound,US,usa_canada,other,mto,USD,37408.55,37408.55,456384.25,9,Ria,
2025-09-30,inbound,GB,uk,individual,mto,GBP,924109.88,1173619.54,14318158.43,3412,WorldRemit,
2025-09-30,inbound,GB,uk,individual,mobile_money,GBP,420049.94,533463.43,6508253.83,1962,MTN MoMo interop,
2025-09-30,inbound,GB,uk,individual,bank,GBP,302435.96,384093.67,4685942.76,1043,SWIFT MT103,
2025-09-30,inbound,GB,uk,individual,other,GBP,33604.00,42677.07,520660.31,157,Correspondent cheque,
2025-09-30,inbound,GB,uk,exporter,bank,GBP,170681.24,216765.18,2644535.19,6,SWIFT MT103,
2025-09-30,inbound,GB,uk,service_provider,bank,GBP,140992.48,179060.45,2184537.49,26,SWIFT MT103,
2025-09-30,inbound,GB,uk,service_provider,mto,GBP,24881.03,31598.90,385506.62,5,Taptap Send,
2025-09-30,inbound,GB,uk,ngo,bank,GBP,127710.88,162192.82,1978752.42,9,SWIFT MT103,
2025-09-30,inbound,GB,uk,embassy,bank,GBP,28493.54,36186.79,441478.84,1,SWIFT MT103,
2025-09-30,inbound,GB,uk,other,bank,GBP,32514.22,41293.06,503775.36,12,SWIFT MT103,
2025-09-30,inbound,GB,uk,other,mto,GBP,21676.15,27528.71,335850.24,6,WorldRemit,
2025-09-30,inbound,CA,usa_canada,individual,mto,CAD,370653.32,270576.92,3301038.46,889,Taptap Send,
2025-09-30,inbound,CA,usa_canada,individual,mobile_money,CAD,168478.78,122989.51,1500472.03,346,MTN MoMo interop,
2025-09-30,inbound,CA,usa_canada,individual,bank,CAD,121304.72,88552.45,1080339.86,267,SWIFT MT103,
2025-09-30,inbound,CA,usa_canada,individual,other,CAD,13478.30,9839.16,120037.76,28,Correspondent cheque,
2025-09-30,inbound,CA,usa_canada,exporter,bank,CAD,60014.27,43810.42,534487.13,1,SWIFT MT103,
2025-09-30,inbound,CA,usa_canada,service_provider,bank,CAD,46205.96,33730.35,411510.29,5,SWIFT MT103,
2025-09-30,inbound,CA,usa_canada,service_provider,mto,CAD,8153.99,5952.42,72619.46,1,WorldRemit,
2025-09-30,inbound,CA,usa_canada,ngo,bank,CAD,40185.69,29335.55,357893.76,2,SWIFT MT103,
2025-09-30,inbound,CA,usa_canada,other,bank,CAD,11769.98,8592.08,104823.41,2,SWIFT MT103,
2025-09-30,inbound,CA,usa_canada,other,mto,CAD,7846.65,5728.05,69882.27,1,Remitly,
2025-09-30,inbound,DE,eu,individual,mto,EUR,419086.89,456804.71,5573017.43,1697,Ria,
2025-09-30,inbound,DE,eu,individual,mobile_money,EUR,190494.04,207638.50,2533189.74,591,MTN MoMo interop,
2025-09-30,inbound,DE,eu,individual,bank,EUR,137155.71,149499.72,1823896.61,378,SWIFT MT103,
