# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-07 (push with as_of_date=2025-07-31).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-07-31,inbound,US,usa_canada,individual,mto,USD,1906179.10,1906179.10,19919571.61,7054,Ria,
2025-07-31,inbound,US,usa_canada,individual,mobile_money,USD,866445.05,866445.05,9054350.73,2355,Telecel Cash interop,
2025-07-31,inbound,US,usa_canada,individual,bank,USD,623840.43,623840.43,6519132.53,1645,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,individual,other,USD,69315.60,69315.60,724348.06,175,Correspondent cheque,
2025-07-31,inbound,US,usa_canada,exporter,bank,USD,301952.93,301952.93,3155408.14,11,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,service_provider,bank,USD,181854.65,181854.65,1900381.09,27,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,service_provider,mto,USD,32092.00,32092.00,335361.37,4,Taptap Send,
2025-07-31,inbound,US,usa_canada,ngo,bank,USD,209815.83,209815.83,2192575.43,13,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,embassy,bank,USD,47468.80,47468.80,496048.92,1,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,other,bank,USD,66790.16,66790.16,697957.14,19,SWIFT MT103,
2025-07-31,inbound,US,usa_canada,other,mto,USD,44526.77,44526.77,465304.76,9,Taptap Send,
2025-07-31,inbound,GB,uk,individual,mto,GBP,902993.92,1146802.28,11984083.87,4016,Taptap Send,
2025-07-31,inbound,GB,uk,individual,mobile_money,GBP,410451.78,521273.77,5447310.85,1440,MTN MoMo interop,
2025-07-31,inbound,GB,uk,individual,bank,GBP,295525.28,375317.11,3922063.81,1352,SWIFT MT103,
2025-07-31,inbound,GB,uk,individual,other,GBP,32836.14,41701.90,435784.87,137,Correspondent cheque,
2025-07-31,inbound,GB,uk,exporter,bank,GBP,153521.18,194971.90,2037456.40,5,SWIFT MT103,
2025-07-31,inbound,GB,uk,service_provider,bank,GBP,124595.19,158235.90,1653565.10,24,SWIFT MT103,
2025-07-31,inbound,GB,uk,service_provider,mto,GBP,21987.39,27923.98,291805.61,5,MoneyGram,
2025-07-31,inbound,GB,uk,ngo,bank,GBP,100319.90,127406.27,1331395.56,8,SWIFT MT103,
2025-07-31,inbound,GB,uk,embassy,bank,GBP,20826.20,26449.28,276394.94,1,SWIFT MT103,
2025-07-31,inbound,GB,uk,other,bank,GBP,30325.73,38513.68,402467.99,9,SWIFT MT103,
2025-07-31,inbound,GB,uk,other,mto,GBP,20217.16,25675.79,268311.99,7,Taptap Send,
2025-07-31,inbound,CA,usa_canada,individual,mto,CAD,292085.40,213222.34,2228173.48,788,Ria,
2025-07-31,inbound,CA,usa_canada,individual,mobile_money,CAD,132766.09,96919.25,1012806.13,312,MTN MoMo interop,
2025-07-31,inbound,CA,usa_canada,individual,bank,CAD,95591.59,69781.86,729220.41,250,SWIFT MT103,
2025-07-31,inbound,CA,usa_canada,individual,other,CAD,10621.29,7753.54,81024.49,21,Correspondent cheque,
2025-07-31,inbound,CA,usa_canada,exporter,bank,CAD,59144.90,43175.78,451186.86,1,SWIFT MT103,
2025-07-31,inbound,CA,usa_canada,service_provider,bank,CAD,37263.96,27202.69,284268.12,3,SWIFT MT103,
2025-07-31,inbound,CA,usa_canada,service_provider,mto,CAD,6575.99,4800.47,50164.96,1,Ria,
2025-07-31,inbound,CA,usa_canada,ngo,bank,CAD,28531.78,20828.20,217654.68,1,SWIFT MT103,
2025-07-31,inbound,CA,usa_canada,other,bank,CAD,11075.20,8084.90,84487.16,1,SWIFT MT103,
2025-07-31,inbound,CA,usa_canada,other,mto,CAD,7383.47,5389.93,56324.78,1,Ria,
2025-07-31,inbound,DE,eu,individual,mto,EUR,288968.64,314975.82,3291497.34,918,Remitly,
2025-07-31,inbound,DE,eu,individual,mobile_money,EUR,131349.38,143170.83,1496135.16,461,Telecel Cash interop,
2025-07-31,inbound,DE,eu,individual,bank,EUR,94571.56,103083.00,1077217.31,300,SWIFT MT103,
2025-07-31,inbound,DE,eu,individual,other,EUR,10507.95,11453.67,119690.81,29,Correspondent cheque,
2025-07-31,inbound,DE,eu,exporter,bank,EUR,69495.07,75749.63,791583.59,2,SWIFT MT103,
2025-07-31,inbound,DE,eu,service_provider,bank,EUR,40660.43,44319.87,463142.64,6,SWIFT MT103,
2025-07-31,inbound,DE,eu,service_provider,mto,EUR,7175.37,7821.15,81731.05,1,MoneyGram,
2025-07-31,inbound,DE,eu,ngo,bank,EUR,30192.56,32909.89,343908.40,1,SWIFT MT103,
2025-07-31,inbound,DE,eu,embassy,bank,EUR,8676.01,9456.85,98824.11,1,SWIFT MT103,
2025-07-31,inbound,DE,eu,other,bank,EUR,8804.41,9596.80,100286.61,2,SWIFT MT103,
2025-07-31,inbound,DE,eu,other,mto,EUR,5869.61,6397.87,66857.74,1,WorldRemit,
