# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-12 (push with as_of_date=2025-12-31).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-12-31,inbound,US,usa_canada,individual,mto,USD,2727375.01,2727375.01,28501068.81,9709,Ria,
2025-12-31,inbound,US,usa_canada,individual,mobile_money,USD,1239715.91,1239715.91,12955031.28,3767,Telecel Cash interop,
2025-12-31,inbound,US,usa_canada,individual,bank,USD,892595.46,892595.46,9327622.52,3282,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,individual,other,USD,99177.27,99177.27,1036402.50,335,Correspondent cheque,
2025-12-31,inbound,US,usa_canada,exporter,bank,USD,407199.28,407199.28,4255232.47,12,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,service_provider,bank,USD,295347.56,295347.56,3086382.02,53,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,service_provider,mto,USD,52120.16,52120.16,544655.65,9,Ria,
2025-12-31,inbound,US,usa_canada,ngo,bank,USD,210241.93,210241.93,2197028.16,16,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,embassy,bank,USD,60940.16,60940.16,636824.65,1,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,other,bank,USD,89149.26,89149.26,931609.79,20,SWIFT MT103,
2025-12-31,inbound,US,usa_canada,other,mto,USD,59432.84,59432.84,621073.19,15,WorldRemit,
2025-12-31,inbound,GB,uk,individual,mto,GBP,1228204.81,1559820.11,16300120.19,4825,Ria,
2025-12-31,inbound,GB,uk,individual,mobile_money,GBP,558274.92,709009.14,7409145.54,1891,Telecel Cash interop,
2025-12-31,inbound,GB,uk,individual,bank,GBP,401957.94,510486.58,5334584.79,1445,SWIFT MT103,
2025-12-31,inbound,GB,uk,individual,other,GBP,44661.99,56720.73,592731.64,212,Correspondent cheque,
2025-12-31,inbound,GB,uk,exporter,bank,GBP,219049.44,278192.79,2907114.69,9,SWIFT MT103,
2025-12-31,inbound,GB,uk,service_provider,bank,GBP,130697.38,165985.67,1734550.29,28,SWIFT MT103,
