# Sample Bank onboarding dataset — remittance_flows, reporting month 2025-08 (push with as_of_date=2025-08-31).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2025-08-31,inbound,US,usa_canada,individual,mto,USD,2245690.82,2245690.82,24590314.53,7513,WorldRemit,
2025-08-31,inbound,US,usa_canada,individual,mobile_money,USD,1020768.56,1020768.56,11177415.69,2735,MTN MoMo interop,
2025-08-31,inbound,US,usa_canada,individual,bank,USD,734953.36,734953.36,8047739.30,2340,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,individual,other,USD,81661.48,81661.48,894193.26,249,Correspondent cheque,
2025-08-31,inbound,US,usa_canada,exporter,bank,USD,381695.45,381695.45,4179565.19,15,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,service_provider,bank,USD,183354.66,183354.66,2007733.48,29,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,service_provider,mto,USD,32356.70,32356.70,354305.91,5,MoneyGram,
2025-08-31,inbound,US,usa_canada,ngo,bank,USD,198485.08,198485.08,2173411.63,12,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,embassy,bank,USD,47101.03,47101.03,515756.29,1,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,other,bank,USD,62277.85,62277.85,681942.50,12,SWIFT MT103,
2025-08-31,inbound,US,usa_canada,other,mto,USD,41518.57,41518.57,454628.33,8,Western Union,
2025-08-31,inbound,GB,uk,individual,mto,GBP,1056789.13,1342122.20,14696238.08,3529,Ria,
2025-08-31,inbound,GB,uk,individual,mobile_money,GBP,480358.70,610055.55,6680108.22,1934,Telecel Cash interop,
2025-08-31,inbound,GB,uk,individual,bank,GBP,345858.26,439239.99,4809677.92,1502,SWIFT MT103,
2025-08-31,inbound,GB,uk,individual,other,GBP,38428.70,48804.44,534408.66,178,Correspondent cheque,
2025-08-31,inbound,GB,uk,exporter,bank,GBP,153895.68,195447.52,2140150.32,6,SWIFT MT103,
2025-08-31,inbound,GB,uk,service_provider,bank,GBP,120857.48,153489.00,1680704.55,23,SWIFT MT103,
2025-08-31,inbound,GB,uk,service_provider,mto,GBP,21327.79,27086.29,296594.92,4,Western Union,
2025-08-31,inbound,GB,uk,ngo,bank,GBP,114664.05,145623.34,1594575.59,10,SWIFT MT103,
2025-08-31,inbound,GB,uk,embassy,bank,GBP,24930.83,31662.16,346700.62,1,SWIFT MT103,
2025-08-31,inbound,GB,uk,other,bank,GBP,29048.82,36892.00,403967.40,8,SWIFT MT103,
2025-08-31,inbound,GB,uk,other,mto,GBP,19365.88,24594.67,269311.60,5,MoneyGram,
2025-08-31,inbound,CA,usa_canada,individual,mto,CAD,396685.81,289580.64,3170908.05,1068,Taptap Send,
2025-08-31,inbound,CA,usa_canada,individual,mobile_money,CAD,180311.73,131627.57,1441321.84,362,Telecel Cash interop,
2025-08-31,inbound,CA,usa_canada,individual,bank,CAD,129824.45,94771.85,1037751.72,325,SWIFT MT103,
2025-08-31,inbound,CA,usa_canada,individual,other,CAD,14424.94,10530.21,115305.75,36,Correspondent cheque,
2025-08-31,inbound,CA,usa_canada,exporter,bank,CAD,54868.11,40053.72,438588.22,1,SWIFT MT103,
2025-08-31,inbound,CA,usa_canada,service_provider,bank,CAD,46474.61,33926.47,371494.80,5,SWIFT MT103,
2025-08-31,inbound,CA,usa_canada,service_provider,mto,CAD,8201.40,5987.02,65557.91,1,Taptap Send,
2025-08-31,inbound,CA,usa_canada,ngo,bank,CAD,33139.61,24191.92,264901.48,1,SWIFT MT103,
2025-08-31,inbound,CA,usa_canada,other,bank,CAD,11736.57,8567.69,93816.25,1,SWIFT MT103,
2025-08-31,inbound,CA,usa_canada,other,mto,CAD,7824.38,5711.80,62544.17,1,Ria,
2025-08-31,inbound,DE,eu,individual,mto,EUR,396981.87,432710.24,4738177.08,1437,WorldRemit,
2025-08-31,inbound,DE,eu,individual,mobile_money,EUR,180446.30,196686.47,2153716.86,569,MTN MoMo interop,
2025-08-31,inbound,DE,eu,individual,bank,EUR,129921.34,141614.26,1550676.14,463,SWIFT MT103,
2025-08-31,inbound,DE,eu,individual,other,EUR,14435.70,15734.92,172297.35,55,Correspondent cheque,
2025-08-31,inbound,DE,eu,exporter,bank,EUR,71960.86,78437.33,858888.82,2,SWIFT MT103,
2025-08-31,inbound,DE,eu,service_provider,bank,EUR,40671.82,44332.28,485438.50,6,SWIFT MT103,
2025-08-31,inbound,DE,eu,service_provider,mto,EUR,7177.38,7823.34,85665.62,1,Western Union,
2025-08-31,inbound,DE,eu,ngo,bank,EUR,32343.73,35254.67,386038.61,1,SWIFT MT103,
