# Sample Bank onboarding dataset — remittance_flows, reporting month 2026-03 (push with as_of_date=2026-03-31).
month,direction,corridor_country,region,recipient_class,channel,currency,amount_fx,amount_usd,amount_ghs,transaction_count,operator_name,notes
2026-03-31,inbound,US,usa_canada,individual,mto,USD,1441687.93,1441687.93,15714398.43,4099,Western Union,
2026-03-31,inbound,US,usa_canada,individual,mobile_money,USD,655312.70,655312.70,7142908.38,2399,MTN MoMo interop,
2026-03-31,inbound,US,usa_canada,individual,bank,USD,471825.14,471825.14,5142894.03,1542,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,individual,other,USD,52425.02,52425.02,571432.67,161,Correspondent cheque,
2026-03-31,inbound,US,usa_canada,exporter,bank,USD,272705.48,272705.48,2972489.75,9,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,service_provider,bank,USD,206056.94,206056.94,2246020.62,35,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,service_provider,mto,USD,36362.99,36362.99,396356.58,6,MoneyGram,
2026-03-31,inbound,US,usa_canada,ngo,bank,USD,192858.46,192858.46,2102157.25,14,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,embassy,bank,USD,37377.41,37377.41,407413.73,1,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,other,bank,USD,67914.44,67914.44,740267.39,16,SWIFT MT103,
2026-03-31,inbound,US,usa_canada,other,mto,USD,45276.29,45276.29,493511.59,10,Western Union,
2026-03-31,inbound,GB,uk,individual,mto,GBP,818248.69,1039175.84,11327016.63,3699,Remitly,
2026-03-31,inbound,GB,uk,individual,mobile_money,GBP,371931.22,472352.65,5148643.92,1468,MTN MoMo interop,
2026-03-31,inbound,GB,uk,individual,bank,GBP,267790.48,340093.91,3707023.62,960,SWIFT MT103,
2026-03-31,inbound,GB,uk,individual,other,GBP,29754.50,37788.21,411891.51,137,Correspondent cheque,
2026-03-31,inbound,GB,uk,exporter,bank,GBP,151051.83,191835.82,2091010.45,7,SWIFT MT103,
2026-03-31,inbound,GB,uk,service_provider,bank,GBP,82239.77,104444.51,1138445.15,15,SWIFT MT103,
2026-03-31,inbound,GB,uk,service_provider,mto,GBP,14512.90,18431.38,200902.09,2,MoneyGram,
2026-03-31,inbound,GB,uk,ngo,bank,GBP,96948.96,123125.18,1342064.47,9,SWIFT MT103,
2026-03-31,inbound,GB,uk,embassy,bank,GBP,19276.96,24481.74,266851.01,1,SWIFT MT103,
2026-03-31,inbound,GB,uk,other,bank,GBP,24445.49,31045.78,338398.97,8,SWIFT MT103,
2026-03-31,inbound,GB,uk,other,mto,GBP,16297.00,20697.18,225599.31,5,MoneyGram,
2026-03-31,inbound,CA,usa_canada,individual,mto,CAD,346075.03,252634.77,2753719.04,650,Remitly,
2026-03-31,inbound,CA,usa_canada,individual,mobile_money,CAD,157306.83,114833.99,1251690.47,330,Telecel Cash interop,
2026-03-31,inbound,CA,usa_canada,individual,bank,CAD,113260.92,82680.47,901217.14,290,SWIFT MT103,
2026-03-31,inbound,CA,usa_canada,individual,other,CAD,12584.55,9186.72,100135.24,26,Correspondent cheque,
2026-03-31,inbound,CA,usa_canada,exporter,bank,CAD,65698.15,47959.65,522760.16,1,SWIFT MT103,
2026-03-31,inbound,CA,usa_canada,service_provider,bank,CAD,30908.58,22563.27,245939.60,3,SWIFT MT103,
